StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,user_id,Q1796,Q1762,MFSQ1,MFSQ2,MFSQ3,MFSQ4,MFSQ5,MFSQ6,MFSQ7,MFSQ8,MFSQ9,MFSQ10,MFSQ11,MFSQ12,MFSQ13,MFSQ14,MFSQ15,MFSQ16,attention_check.1,MFSQ17,MFSQ18,MFSQ19,MFSQ20,MFSQ21,MFSQ22,MFSQ23,MFSQ24,MFSQ25,MFSQ26,MFSQ27,MFSQ28,MFSQ29,MFSQ30,MFSQ31,MFSQ32,attention_check.2,BIG5_1,BIG5_2,BIG5_3,BIG5_4,BIG5_5,BIG5_6,BIG5_7,BIG5_8,BIG5_9,BIG5_10,BIG5_11,BIG5_12,BIG5_13,BIG5_14,BIG5_15,BIG5_16,BIG5_17,BIG5_18,BIG5_19,BIG5_20,BIG5_21,BIG5_22,BIG5_23,BIG5_24,BIG5_25,BIG5_26,BIG5_27,BIG5_28,BIG5_29,BIG5_30,BIG5_31,BIG5_32,BIG5_33,BIG5_34,BIG5_35,BIG5_36,BIG5_37,BIG5_38,BIG5_39,BIG5_40,BIG5_41,BIG5_42,BIG5_43,BIG5_44,BIG5_45,BIG5_46,BIG5_47,BIG5_48,BIG5_49,BIG5_50,BIG5_51,BIG5_52,BIG5_53,BIG5_54,BIG5_55,BIG5_56,BIG5_57,BIG5_58,BIG5_59,BIG5_60,sex,age_4,race_ethnicity,education,ReligionRaised,ReligionNow,Religiosity,Spirituality,AttendChurch,ReligiousActivity,meditation,RelationshipStatus,Income,Major,YearOfEducation,EmploymentStatus,Political_Party,HumanMind,Optimize,republican,democrat,independent,conservative,liberal,POWER,SELF-DIRECTION,ACHIEVEMENT,HEDONISM,STIMULATION,UNIVERSALISM,attention_check.3,BENEVOLENCE,TRADITION,CONFORMITY,SECURITY,MC_Lying,MC_Assassin,MC_Torture,MC_Murder,MC_Stealing,MC_Steril,FS1,EC1,PT1,EC2,FS2,PD1,FS3,PT2,EC3,PD2,PT3,FS4,PD3,EC4,PT4,FS5,PD4,EC5,PD5,EC6,PT5,EC7,FS6,attention_check.4,PD6,PT6,FS7,PD7,PT7,SNS1,SNS2,SNS3,SNS4,SNS5,SNS6,SNS7,SNS8,Berlin1,Berlin2,Berlin3,Berlin4,GRiPS_1,GRiPS_2,GRiPS_3,GRiPS_4,GRiPS_5,GRiPS_6,GRiPS_7,GRiPS_8,Q1797,Q1802_1,Q1802_2,Q1802_3,Q1802_4,Q1802_5,Q1802_6,Q1802_7,SC0,completion code,batch
5/6/20 15:20,5/6/20 15:43,0,99.74.14.137,100,1391,1,5/6/20 15:43,R_ebKyqfyWHjvWIdr,,,,,41.92089844,-87.70429993,anonymous,EN,pn5EKENt,Disfavoring large orange or small blue portions.,1,5,4,0,0,0,0,5,5,0,0,0,5,3,0,0,0,1,5,4,0,0,0,3,3,3,0,0,0,3,5,0,2,0,1,1,5,5,4,1,2,5,4,4,5,3,4,4,4,5,5,4,2,3,5,2,1,4,5,1,1,5,4,3,1,5,4,1,3,5,4,1,2,5,4,3,2,4,4,2,2,3,4,4,1,5,4,4,4,2,3,3,4,3,4,3,47,2,3,7,9,1,1,1,1,1,2,25000,Computer science,15,"Disabled, student",4,0,0,1,4,1,1,7,1,8,1,5,5,8,1,6,0,0,4,1,0,0,0,1,0,2,3,4,4,3,2,4,3,3,2,3,4,1,1,4,3,1,4,0,2,3,3,3,1,1,3,3,3,3,5,5,6,6,6,5,5,6,33,30,20,20,4,4,4,3,4,4,4,4,no. Captcha failed to load the first time and I had to re-do it all.,7,1,1,7,1,7,7,483,R_ebKyqfyWHjvWIdr,4
5/6/20 15:33,5/6/20 15:46,0,98.165.229.26,100,808,1,5/6/20 15:46,R_1jHqUJFW2YJOF9k,,,,,33.31210327,-111.8212967,anonymous,EN,w6D2ikhU,I was looking for a significantly larger chance that the treatment would help the patient rather than harm them.,1,5,5,1,2,3,0,3,4,3,1,3,5,5,1,3,0,1,4,5,1,3,4,5,5,4,1,1,3,2,3,1,3,0,1,3,5,3,3,2,3,5,4,2,4,3,2,4,2,4,4,2,3,3,4,3,2,5,3,2,4,3,3,3,2,4,4,3,5,4,2,1,3,4,5,3,4,4,4,1,3,2,3,1,3,4,4,4,4,2,3,2,2,2,4,2,24,2,2,1,1,2,2,2,6,3,1,50000,Business,13,Student,1,0,0,1,7,5,1,5,3,7,6,4,5,5,1,7,2,2,3,1,1,1,1,1,0,4,4,1,3,4,2,4,3,3,2,3,4,2,3,2,4,2,3,2,4,2,3,4,1,1,3,4,1,3,4,4,4,4,4,5,6,5,25,30,23,50,3,3,2,1,2,2,3,2,,7,1,1,7,1,7,7,532,R_1jHqUJFW2YJOF9k,4
5/6/20 15:32,5/6/20 15:51,0,47.152.98.57,100,1166,1,5/6/20 15:51,R_3k2fBLMgNS4cU4V,,,,,33.73989868,-117.0150986,anonymous,EN,iza1HxJ3,I tried to weigh the risk of making it worse to the chances that it had no effect or cured it combines.,1,5,3,1,2,3,0,4,3,4,1,3,5,5,3,4,0,1,4,4,3,4,3,5,4,4,3,3,4,3,2,4,4,2,1,3,4,2,5,3,2,5,3,4,5,2,2,4,1,4,4,2,4,1,4,3,1,2,4,3,5,5,4,5,3,4,4,4,1,4,3,3,4,1,3,3,4,4,5,2,3,3,1,5,4,3,5,5,1,4,3,2,3,1,4,1,33,2,3,8,8,1,1,1,1,1,3,44000,Biology ,16,Sales Rep,3,0,0,4,4,4,3,3,2,6,6,3,4,4,1,4,1,3,7,1,1,0,0,1,0,1,2,4,2,1,1,2,4,2,0,4,2,1,2,4,1,2,3,1,1,4,2,2,1,0,3,2,0,3,3,3,3,5,6,6,6,6,33,30,50,20,3,2,2,1,2,2,4,2,Everything was understandable and worked as intended. ,7,1,1,7,1,7,7,500,R_3k2fBLMgNS4cU4V,4
5/6/20 15:38,5/6/20 15:52,0,172.88.192.32,100,861,1,5/6/20 15:52,R_25ZT42YJtVtCXqP,,,,,33.90750122,-117.7865982,anonymous,EN,ab4wLuHZ,"I only prescribed the treatment option if their was a much greater chance that it would cure than worsen the condition of the patient. If they were roughly equal odds, it wasn't worth it to me to risk all of the patient's happiness.",1,4,3,1,2,1,0,1,2,1,1,1,3,3,1,2,0,1,2,3,1,2,3,4,3,3,3,1,2,2,3,2,2,1,1,2,4,2,4,2,2,4,2,4,3,2,2,4,2,3,4,2,4,4,4,1,1,2,4,2,2,3,2,4,2,4,4,3,2,4,3,2,4,2,3,2,3,4,4,2,2,3,1,3,3,3,4,4,2,2,2,3,3,2,3,1,25,4,4,1,7,1,1,2,2,1,1,40000,biochemistry,17,lab technician,1,1,0,1,6,2,1,6,4,4,5,3,3,4,1,4,2,2,4,1,1,1,1,1,0,1,2,1,2,2,1,2,3,3,2,3,3,2,3,4,1,1,4,1,2,3,2,2,1,0,3,2,0,3,5,5,6,6,6,6,6,6,25,25,20,50,3,2,3,2,2,2,3,2,everything worked,7,1,1,7,1,7,7,470,R_25ZT42YJtVtCXqP,4
5/6/20 15:39,5/6/20 15:54,0,173.244.44.24,100,855,1,5/6/20 15:54,R_2tJwF0Oy0GfdUBO,,,,,37.75100708,-97.8219986,anonymous,EN,2AbqF0a7,i was making sure cure is higher than worse or i rather pick neutal,1,3,3,3,1,3,4,4,3,4,3,4,2,3,4,4,3,1,4,2,3,4,3,4,3,4,4,3,4,3,4,3,3,3,1,2,4,2,4,4,3,3,3,3,4,4,4,3,3,2,5,4,4,3,3,4,4,3,3,3,4,3,2,4,1,3,2,3,4,3,3,1,2,2,2,4,3,3,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,4,4,1,26,2,3,3,3,2,1,1,5,5,1,20000,business administration,16,sales,1,1,0,2,6,4,4,4,4,4,7,3,6,5,1,4,5,4,7,1,0,0,0,0,0,3,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,1,2,3,2,3,1,3,2,2,2,3,3,4,3,3,3,3,4,3,40,25,22,20,4,3,3,4,5,4,4,4,,7,1,1,7,1,6,7,503,R_2tJwF0Oy0GfdUBO,4
5/6/20 15:44,5/6/20 16:06,0,184.166.43.126,100,1330,1,5/6/20 16:06,R_bxep6izj9lnes3D,,,,,48.1999054,-114.3033981,anonymous,EN,BFMHka6s,WHICH AREA IS CURES VERY WELL.,1,3,2,4,2,3,2,4,1,2,4,1,3,2,4,1,3,1,4,2,4,2,5,3,1,3,4,2,3,1,5,3,2,4,1,4,2,3,1,4,2,3,5,2,3,2,4,1,3,5,3,2,4,3,1,3,2,4,1,3,5,2,3,5,2,4,3,5,4,2,3,3,2,5,3,4,2,1,4,3,3,2,4,3,5,2,4,3,2,4,2,3,1,4,3,1,25,2,3,1,1,2,2,5,2,6,1,65000,COMPUTER,4,FULL TIME,2,1,1,6,4,5,1,6,7,4,6,3,5,6,1,5,3,5,4,0,0,0,1,0,0,2,1,1,2,1,2,0,1,3,2,0,1,2,1,2,4,1,1,2,3,1,3,2,1,3,2,3,1,2,4,5,3,4,4,5,4,5,100,3,10,15,4,2,4,3,2,4,3,5,NONE,5,2,5,3,6,4,2,484,R_bxep6izj9lnes3D,4
5/6/20 15:28,5/6/20 16:07,0,108.50.233.122,100,2331,1,5/6/20 16:07,R_2EuRLO64rEzIcle,,,,,40.41929626,-74.17900085,anonymous,EN,DJe6dUrr,Based it on how much of a chance there was to worsen condition,1,2,4,0,0,0,0,4,5,1,0,0,5,5,1,3,0,1,4,5,1,1,0,3,4,2,1,0,0,1,0,2,3,0,1,1,4,4,4,4,1,5,4,2,5,4,4,5,2,4,5,1,2,2,4,1,2,4,2,1,4,1,2,4,4,5,4,2,2,4,5,1,4,4,5,2,4,4,5,1,1,2,4,4,2,4,4,5,4,1,2,2,1,1,4,1,55,2,3,1,8,1,1,1,1,1,3,63000,Electrical engineering,16,retired,3,0,0,2,5,7,1,6,2,8,3,3,2,7,1,5,5,2,4,1,1,0,1,1,0,4,3,3,4,3,0,1,3,4,1,3,4,0,3,4,3,0,4,0,3,4,3,3,1,0,3,4,0,3,5,5,5,6,6,6,1,6,40,30,20,50,2,1,1,1,1,1,1,2,n/a,7,1,1,7,1,7,7,479,R_2EuRLO64rEzIcle,4
5/6/20 16:14,5/6/20 16:28,0,76.125.244.14,100,876,1,5/6/20 16:28,R_2z74YC5QpLp1ltm,,,,,40.3052063,-79.54180145,anonymous,EN,d6D0kUtE,Which has the most risk vs the reward,1,4,5,4,5,5,0,5,5,4,5,5,4,5,5,4,0,1,4,5,4,4,1,5,5,4,4,5,0,0,3,1,1,0,1,5,4,1,5,1,4,3,1,5,4,1,1,4,5,5,1,1,3,5,4,4,3,1,5,1,1,4,1,5,1,1,5,4,1,4,1,2,4,1,4,5,1,4,1,1,5,1,1,5,1,5,4,4,1,1,5,4,2,1,4,1,33,2,3,1,1,2,2,4,4,5,3,54000,Computer Science,16,"Lead programmer, security",2,1,0,7,1,1,6,1,7,8,5,4,8,7,1,6,8,2,5,1,1,0,1,1,0,3,3,4,4,3,2,4,4,3,0,3,4,3,4,4,4,2,4,1,4,4,4,3,1,0,4,4,1,4,5,6,6,6,5,4,2,6,10,25,45,5,4,5,5,5,4,5,4,5,Everything appeared to work fine. Thank you.,7,1,1,7,1,7,7,620,R_2z74YC5QpLp1ltm,4
5/6/20 16:41,5/6/20 16:50,0,47.16.232.30,100,511,1,5/6/20 16:50,R_1MSqSNan7Sfl93l,,,,,41.17289734,-74.37909698,anonymous,EN,CHPYm4bA,simply choosing treatment if the positive outcome equaled or outweighed the negative one.,1,2,5,0,1,0,0,2,4,1,0,0,2,5,2,4,0,1,2,5,2,3,0,5,2,2,1,1,0,2,1,2,3,0,1,1,3,4,4,2,2,4,3,2,5,4,1,3,2,4,5,2,2,2,3,1,1,5,4,1,3,4,2,4,2,5,4,2,2,4,3,2,3,2,4,2,3,4,4,2,1,2,3,4,3,4,4,3,2,1,2,3,2,2,4,1,48,2,2,1,8,1,1,1,1,1,3,102500,Engineering,13,IT Systems Administrator,1,0,0,1,6,5,1,7,2,7,4,5,5,6,1,7,2,1,5,1,0,1,1,1,0,3,2,3,3,4,1,3,3,2,1,3,3,2,3,4,3,1,3,1,2,3,1,3,1,1,3,4,1,3,6,6,6,6,6,5,5,5,25,30,20,50,3,2,2,1,2,3,3,2,,7,1,1,7,1,7,7,472,R_1MSqSNan7Sfl93l,4
5/6/20 16:39,5/6/20 16:57,0,73.208.84.77,100,1074,1,5/6/20 16:57,R_1CKPuJsQi8DziWI,,,,,42.38160706,-88.00260162,anonymous,EN,LiqsRkDI,best possible outcome.  If the grey and blue were larger I chose that.,1,5,2,5,4,4,0,5,4,3,2,3,5,4,4,3,5,1,5,5,5,5,3,5,5,4,4,3,3,5,0,5,5,5,1,4,5,1,5,1,4,5,1,5,5,1,1,5,1,5,1,1,5,2,5,4,1,1,5,1,1,5,1,5,1,1,5,5,2,5,2,1,5,1,5,4,1,5,4,1,5,1,1,4,1,1,5,5,1,1,5,5,1,2,5,2,56,2,2,1,1,3,3,2,6,6,5,"25,000",Computer Science,13.5,part time,1,1,0,1,6,1,1,5,1,7,4,2,3,8,1,8,7,7,7,0,0,0,0,0,0,1,4,4,0,4,1,3,4,4,0,4,4,0,4,4,4,0,4,0,4,4,4,4,1,0,4,4,0,4,4,5,5,5,6,6,6,6,25,25,20,4,2,1,2,1,1,2,2,1,none,7,1,1,7,1,7,7,627,R_1CKPuJsQi8DziWI,4
5/6/20 16:54,5/6/20 16:59,0,45.4.197.71,100,331,1,5/6/20 16:59,R_2abDicOz64aSqfN,,,,,40.75030518,-74.00140381,anonymous,EN,hIvODv0v,good,1,5,4,4,5,3,4,5,4,4,3,5,4,4,5,3,5,1,4,5,3,4,4,5,4,3,4,5,4,5,4,3,4,5,1,4,5,4,4,5,4,5,4,4,5,4,5,4,5,5,4,5,4,4,5,4,5,4,4,5,5,4,5,4,5,4,4,5,5,4,5,4,5,4,4,5,4,5,5,4,5,4,4,5,4,5,5,4,5,4,5,4,4,5,4,1,29,2,4,1,1,4,3,5,5,5,3,75000,computer science,17,full time employee,1,0,1,4,7,5,4,7,7,8,6,6,7,8,1,6,7,8,7,1,1,2,0,0,2,3,4,1,0,4,3,0,3,4,3,4,1,0,1,0,3,4,1,0,3,4,3,3,1,3,4,3,3,4,5,6,4,5,6,5,2,6,0.25,30,40,0.25,4,5,4,4,4,5,4,5,good,6,5,6,7,6,5,6,617,R_2abDicOz64aSqfN,4
5/6/20 16:59,5/6/20 17:18,0,73.198.123.92,100,1178,1,5/6/20 17:18,R_qI7Bc0GRQE0zpaV,,,,,40.63569641,-74.25270081,anonymous,EN,MAFppUOF,"I based on whether there was a 70% chance of the treatment either working or having no effect. If worsening was greater than 30%, I erred on the side of caution.",1,1,3,0,1,2,0,1,3,1,1,2,3,3,1,2,1,1,4,3,2,2,3,4,5,3,2,2,3,4,2,2,2,2,1,2,4,2,4,2,2,4,2,4,4,3,2,4,2,4,4,3,4,2,4,2,2,3,4,2,2,4,2,4,2,4,4,4,2,4,3,2,4,2,4,3,2,4,4,2,2,2,2,4,2,4,4,4,2,2,3,4,2,2,4,1,36,4,3,1,1,1,2,2,1,1,3,60000,Computer science,16,Legal services - data analyst,1,1,0,1,5,1,2,5,3,5,4,3,2,5,1,4,3,3,3,1,0,0,0,1,0,1,2,3,2,1,0,1,3,1,0,3,1,2,2,3,1,0,2,1,2,3,2,2,1,0,3,1,0,3,4,4,4,4,5,5,5,5,10,30,23,10,3,2,3,2,3,3,3,2,,7,1,1,7,1,7,7,451,R_qI7Bc0GRQE0zpaV,4
5/6/20 16:47,5/6/20 17:21,0,70.92.101.12,100,2043,1,5/6/20 17:21,R_3RxWMmi6Kq6KCgQ,,,,,37.82499695,-87.56549835,anonymous,EN,FWZUv5XX,Risk of making it worse,1,3,2,4,4,5,0,4,2,3,5,5,4,3,4,2,5,1,4,3,4,4,5,4,5,4,4,3,5,5,3,3,4,5,1,1,4,2,3,5,1,5,2,1,1,4,4,4,5,1,5,2,4,4,2,1,4,2,2,5,4,1,1,2,1,5,4,4,5,1,4,4,4,5,1,1,5,4,5,4,1,2,2,1,5,5,4,4,5,5,1,1,1,4,1,2,58,2,2,1,1,3,4,2,6,1,3,65000,computer information systems,14,service,2,1,0,6,2,1,6,1,2,4,4,2,1,2,1,7,8,8,6,0,0,2,0,0,1,0,3,0,3,0,2,3,1,3,3,1,0,3,3,0,1,3,3,2,3,1,3,0,1,1,1,0,2,1,3,5,6,6,4,5,6,4,33,25,11,10,1,1,1,1,1,2,2,1,everything worked fine.,7,1,1,7,1,7,7,500,R_3RxWMmi6Kq6KCgQ,4
5/6/20 18:05,5/6/20 18:17,0,216.163.45.130,100,743,1,5/6/20 18:18,R_3HGHD96GnYxBNcg,,,,,42.73669434,-84.47579956,anonymous,EN,abltU7Yp,"If the blue was significantly higher than orange, I chose that option. Otherwise, I chose no treatment.",1,2,3,1,1,3,0,3,3,2,1,1,4,3,1,1,1,1,3,4,2,3,1,4,3,3,3,1,1,1,1,1,3,2,1,1,4,2,5,2,2,4,2,4,4,2,2,4,2,2,4,4,4,2,4,3,2,2,4,3,2,4,2,4,2,4,4,3,2,4,3,2,4,2,4,3,3,4,4,3,1,2,3,4,2,3,4,4,1,2,3,3,2,2,3,1,27,7,5,1,8,1,1,1,1,1,2,57500,Biomedical Sciences,21,Physician,3,0,0,1,5,6,1,6,4,4,4,4,3,4,1,4,2,2,3,1,1,1,1,1,1,0,2,4,3,3,0,3,3,3,1,3,4,1,3,3,2,1,3,1,3,3,3,3,1,1,3,3,0,3,4,4,6,6,4,6,6,4,25,25,40,20,2,2,2,2,2,2,2,2,"Yes, everything did work. I understood everything.",7,1,1,7,1,7,7,477,R_3HGHD96GnYxBNcg,4
5/6/20 18:41,5/6/20 18:51,0,73.9.106.233,100,624,1,5/6/20 18:51,R_C7hPlVM1DtWxvrP,,,,,42.36669922,-88.09249878,anonymous,EN,7CFYPxcr,"I tried to choose the option where the number who benefited exceeded the number who were harmed, else I chose the neutral option.",1,3,4,2,2,3,0,1,4,1,2,2,4,5,2,5,1,1,3,4,5,4,3,5,0,5,2,4,3,1,1,3,3,4,1,2,3,1,4,4,2,5,1,4,4,5,4,5,1,4,4,4,5,4,2,3,2,4,4,2,1,4,2,4,2,4,3,4,4,3,2,1,5,4,4,3,4,5,5,2,2,4,2,3,4,2,4,4,4,1,2,3,2,2,3,1,30,2,5,1,1,2,2,5,5,5,3,77000,Mathematics,21,"Education, college instructor",2,1,0,5,2,4,6,3,5,5,6,3,2,2,1,3,5,3,6,1,1,1,0,0,1,4,1,2,2,2,0,1,3,3,0,2,1,0,2,3,2,1,2,1,1,3,1,2,1,0,2,3,0,2,6,6,6,6,6,5,5,6,25,30,20,50,1,2,2,1,1,1,2,2,Everything seems to have worked for me.,6,1,2,6,1,6,6,509,R_C7hPlVM1DtWxvrP,4
5/6/20 18:55,5/6/20 19:09,0,75.164.242.176,100,871,1,5/6/20 19:10,R_3QVKcruGRDj5oTl,,,,,45.54719543,-122.6417007,anonymous,EN,A1EH9BPK,"I wanted to maximize the blue so if there was more blue than orange, i went with that.  Otherwise, I think no treatment was better.  However, if there was enough blue i often went with that because it represented people getting better.",1,5,5,5,5,5,0,5,5,5,5,0,5,5,3,3,0,1,5,4,0,3,0,5,3,5,3,3,0,3,2,3,2,0,1,2,4,4,3,4,1,5,1,2,4,3,1,3,4,4,1,1,4,2,3,2,3,2,5,1,2,1,4,4,3,4,1,4,2,2,3,4,2,4,4,4,3,4,2,1,1,1,1,1,3,4,5,5,1,4,3,1,4,1,3,2,52,2,4,1,8,1,1,1,1,6,3,"106,000",chem,18,full time science teacher,1,0,0,1,7,4,1,6,4,4,6,5,5,8,1,6,4,2,8,1,0,0,0,0,0,3,3,2,2,3,2,1,2,3,4,3,2,1,1,4,3,3,1,0,3,4,2,3,1,0,3,3,0,3,4,4,6,6,6,6,6,6,20,25,22,9,4,4,4,4,4,4,4,4,,7,1,1,7,1,7,7,533,R_3QVKcruGRDj5oTl,4
5/6/20 19:25,5/6/20 19:43,0,196.17.67.180,100,1135,1,5/6/20 19:43,R_1kSJQcSL9BYt9pl,,,,,34.05439758,-118.2440033,anonymous,EN,n1weTxPD,I think correct decesions in the task.,1,3,4,3,3,3,3,4,4,4,4,4,3,2,4,3,2,1,3,4,3,4,3,3,4,3,3,4,3,3,4,4,4,3,1,4,4,3,4,3,4,4,5,4,4,4,5,3,4,3,4,5,5,4,4,3,3,5,4,3,4,4,5,4,3,4,5,4,3,5,4,4,3,4,5,4,4,3,4,5,4,4,3,3,4,5,4,3,4,4,3,5,4,4,4,1,30,2,3,1,1,3,3,4,4,4,3,25000,B.A,16,manager,1,0,0,4,6,5,5,5,5,6,5,6,5,4,1,5,6,5,6,1,1,2,1,2,1,3,2,1,2,2,3,2,3,2,3,3,1,1,2,1,2,4,1,2,3,2,3,4,1,3,2,3,2,3,4,5,4,5,5,4,2,4,25,30,20,20,4,5,4,4,5,4,5,4,"Such a good survey, i would very like this survey.",5,6,5,4,5,6,6,544,R_1kSJQcSL9BYt9pl,4
5/7/20 09:17,5/7/20 09:26,0,74.96.115.62,100,553,1,5/7/20 09:26,R_VI27zriT1bKhyWB,,,,,38.62730408,-76.98590088,anonymous,EN,Cr0KzMxo,I tried to make sure that the cure would be more likely than worsening for most trials.,1,2,5,1,3,1,0,1,5,2,2,3,4,5,2,4,0,1,1,3,1,3,4,4,1,3,1,3,4,1,1,1,3,0,1,2,3,2,5,4,2,4,5,4,3,2,2,5,2,3,5,2,4,1,2,3,2,5,3,2,4,4,2,5,2,5,4,4,1,3,2,2,4,1,2,2,3,2,5,2,1,2,1,3,4,4,4,1,1,4,2,3,4,1,4,1,26,1,3,1,7,1,1,1,1,1,1,10000,sociology,16,unemployed,1,0,0,1,5,2,2,5,3,8,4,7,5,3,1,4,1,1,7,1,0,1,1,0,0,2,1,2,1,3,1,2,3,2,1,2,1,1,2,2,2,1,2,1,1,3,2,2,1,1,2,1,1,1,4,4,4,4,5,4,4,6,25,25,23,20,3,1,2,2,2,2,2,2,everything was fine,6,2,2,6,2,6,6,433,R_VI27zriT1bKhyWB,4
5/7/20 09:22,5/7/20 09:27,0,73.124.103.214,100,309,1,5/7/20 09:27,R_zSV6vNfZM1qrhoR,,,,,25.99200439,-80.27020264,anonymous,EN,uaWFKOoQ,I made decisions based on the safest options.,1,0,0,0,5,5,0,0,5,5,5,5,5,0,5,5,0,1,3,2,2,3,5,5,5,3,3,3,4,5,2,2,3,3,1,4,5,1,4,3,4,4,1,5,5,1,1,4,1,4,1,1,3,1,4,2,1,1,4,1,1,5,1,4,1,1,1,4,1,4,1,1,4,1,5,5,1,4,4,1,4,1,1,5,1,1,4,4,1,1,4,4,1,1,4,1,29,2,3,11,11,1,1,1,1,1,2,40000,Business,14,Wholesale Manager,3,1,0,1,5,7,1,1,8,8,8,7,7,1,1,4,1,4,3,0,0,0,0,0,0,2,3,4,4,3,3,2,3,3,2,4,3,2,3,4,3,1,3,1,3,4,3,3,1,0,3,4,1,3,2,2,1,1,2,1,4,3,50,25,15,23,4,4,4,3,4,4,5,4,Everything was fine.,6,2,2,6,2,6,6,559,R_zSV6vNfZM1qrhoR,4
5/7/20 09:22,5/7/20 09:29,0,68.204.203.77,100,402,1,5/7/20 09:29,R_11hghfHrhgmxBN0,,,,,28.52740479,-81.60119629,anonymous,EN,Pkn0xBMM,if the blue part had any sign of high curing chances i pick it but if it had a lot of worse orange part i don't,1,4,2,1,2,2,0,2,4,1,1,5,5,3,5,3,1,1,4,5,5,3,4,3,3,4,4,5,3,3,4,3,3,4,1,3,4,1,5,2,2,4,2,3,5,2,2,4,2,1,5,2,5,5,2,1,1,2,5,2,1,2,4,5,4,3,2,4,4,3,2,2,5,2,2,4,4,5,5,2,2,4,2,2,2,1,5,4,2,2,2,1,4,2,4,1,41,4,2,1,1,2,1,1,1,1,3,44000,n/a,13 yr,sales manager,1,0,0,3,5,3,6,3,4,7,7,2,3,5,1,4,6,5,8,1,0,1,0,0,0,1,3,2,2,1,1,2,3,3,4,3,2,0,3,3,3,3,0,1,3,3,4,3,1,1,1,3,3,4,5,5,6,4,6,4,1,6,20,12,5,10,2,1,2,2,3,2,3,2,,7,1,1,7,1,7,7,524,R_11hghfHrhgmxBN0,4
5/7/20 09:19,5/7/20 09:31,0,73.26.185.245,100,683,1,5/7/20 09:31,R_2BnVJYbvJT1szLE,,,,,32.28790283,-106.7591019,anonymous,EN,t1vgsmPp,I was trying to choose which treatments had the least odds of making the memory worse,1,5,5,1,2,0,0,5,5,2,0,0,5,5,1,3,0,1,5,5,3,3,0,5,5,4,2,0,1,5,0,1,3,0,1,2,5,1,4,1,2,5,1,4,5,2,2,5,2,4,4,1,4,2,5,1,1,1,4,1,4,5,2,4,1,4,5,2,4,5,2,2,5,3,4,1,2,5,4,1,3,1,2,2,1,4,5,5,3,2,4,4,2,2,5,2,56,2,3,11,11,1,2,1,1,3,5,25000,English,18,"Administration, Data Analyst",3,1,0,1,3,6,2,4,3,8,5,4,2,8,1,8,1,1,4,0,0,0,0,0,0,1,4,4,4,2,2,2,4,4,1,4,4,2,4,3,1,2,4,1,4,4,4,2,1,1,4,3,1,4,3,4,4,4,3,4,4,5,25,30,20,4,3,2,2,1,1,1,3,2,Everything was clear,7,1,1,7,1,7,7,554,R_2BnVJYbvJT1szLE,4
5/7/20 09:20,5/7/20 09:35,0,98.200.158.193,100,938,1,5/7/20 09:35,R_1lnRpiu6NjVOghP,,,,,29.87379456,-95.52330017,anonymous,EN,XgRFvsrQ,I was trying to minimize the risk of the treatment having a negative effect on the patient.,1,3,5,0,0,0,0,4,5,0,0,0,5,5,0,0,0,1,1,5,0,0,0,5,5,1,0,5,0,0,5,0,0,0,1,1,2,4,2,3,2,4,5,1,4,3,4,4,4,3,5,3,4,5,2,1,3,5,2,2,5,1,5,1,4,5,2,2,5,2,5,5,2,4,3,1,5,2,2,1,2,5,3,1,4,4,3,3,4,2,2,3,1,4,1,1,32,2,3,1,8,1,1,1,1,1,2,63000,Chemistry,16,Employed - Research Assistant,1,1,0,1,7,1,1,7,1,4,0,7,4,8,1,4,0,0,6,2,2,1,2,2,2,4,0,4,1,0,0,1,4,1,3,3,1,0,1,4,0,2,4,2,2,4,1,0,1,0,4,0,0,3,6,6,6,6,6,6,6,6,25,30,20,50,1,1,1,1,1,1,1,1,Everything went well!,7,1,1,7,1,7,7,430,R_1lnRpiu6NjVOghP,4
5/7/20 09:31,5/7/20 09:39,0,173.92.238.227,100,490,1,5/7/20 09:39,R_1jfvQvxwBny3pLO,,,,,35.86509705,-80.88580322,anonymous,EN,7iOxvPmE,I mostly based everything on how likely it was to make things worse.,1,3,5,1,2,1,0,5,5,2,2,2,5,5,2,2,3,1,5,5,1,3,2,5,4,5,0,0,1,2,2,2,2,3,1,2,4,2,4,1,2,4,2,3,5,4,3,4,2,4,4,1,3,3,5,4,1,3,4,1,2,4,3,4,1,4,4,4,1,5,2,1,5,3,5,2,3,5,4,2,2,2,1,3,1,3,4,4,4,1,2,3,3,2,4,2,26,2,3,1,1,3,2,5,6,6,1,40000,Design & English,12,"Designer, Entertainment",1,1,0,2,5,3,1,5,2,6,6,3,3,7,1,7,2,3,3,1,1,0,0,1,0,2,3,3,3,4,1,2,3,3,2,3,3,0,3,3,3,2,3,0,2,3,2,3,1,0,3,3,0,3,4,5,6,6,5,4,6,4,25,30,20,50,2,2,2,1,1,1,2,2,,7,1,1,7,1,7,7,526,R_1jfvQvxwBny3pLO,4
